id,year,make,model,car_name,weight,weight_distribution,drive_type,pi_class,default_pi,horsepower,torque,displacement,gear_count,front_tire_width,rear_tire_width,rarity,value,boost,stats
ferrari-j50-2017,2017,Ferrari,J50,2017 Ferrari J50,3362,42,RWD,S1,857,681,560,3902,,,305,Rare,2500000,,"{""speed"":8.4,""handling"":7.5,""acceleration"":6.8,""launch"":7.4,""braking"":7.3,""offroad"":4.3}"
ferrari-488-gtb-2015,2015,Ferrari,488 GTB,2015 Ferrari 488 GTB,3252,42,RWD,S1,863,660,560,3902,,2353520,2953520,Epic,290000,,"{""speed"":8.2,""handling"":7.9,""acceleration"":6.8,""launch"":6.5,""braking"":7.8,""offroad"":4.4}"
ferrari-488-gtb-preorder-edition-2015,2015,Ferrari,488 GTB PreOrder Edition,2015 Ferrari 488 GTB PreOrder Edition,3252,42,RWD,S1,900,660,560,3902,,,,,,,"{""speed"":8.2,""handling"":7.9,""acceleration"":9,""launch"":8.8,""braking"":9.6,""offroad"":""""}"
ferrari-f12tdf-2015,2015,Ferrari,F12tdf,2015 Ferrari F12tdf,3351,46,RWD,S1,884,769,519,6262,,,315,Epic,500000,,"{""speed"":8.8,""handling"":7.6,""acceleration"":6.5,""launch"":7,""braking"":8.4,""offroad"":4.8}"
ferrari-51-af-corse-458-italia-gte-2014,2014,Ferrari,#51 AF Corse 458 Italia GTE,2014 Ferrari #51 AF Corse 458 Italia GTE,2775,42,RWD,R,848,465,383,4497,,,,,,,"{""speed"":7.3,""handling"":7,""acceleration"":9,""launch"":9.1,""braking"":6.9,""offroad"":""""}"
ferrari-62-risi-competizione-458-italia-gtlm-2014,2014,Ferrari,#62 Risi Competizione 458 Italia GTLM,2014 Ferrari #62 Risi Competizione 458 Italia GTLM,2775,42,RWD,R,848,465,394,,,,,,,,"{""speed"":7.3,""handling"":7,""acceleration"":9,""launch"":"""",""braking"":6.9,""offroad"":""""}"
ferrari-california-t-2014,2014,Ferrari,California T,2014 Ferrari California T,3813,47,RWD,A,784,554,556,3855,,,285,Epic,250000,,"{""speed"":7.2,""handling"":6.1,""acceleration"":5.7,""launch"":6.1,""braking"":6.2,""offroad"":4.5}"
ferrari-fxx-k-2014,2014,Ferrari,FXX K,2014 Ferrari FXX K,2831,41,RWD,S2,979,1036,664,6262,,,345,Legendary,2700000,,"{""speed"":8.1,""handling"":10,""acceleration"":8.1,""launch"":9,""braking"":10,""offroad"":3.6}"
ferrari-458-speciale-2013,2013,Ferrari,458 Speciale,2013 Ferrari 458 Speciale,3075,42,RWD,S1,865,597,398,4497,,,305,Epic,340000,,"{""speed"":7.7,""handling"":8,""acceleration"":6.9,""launch"":7.5,""braking"":7.9,""offroad"":3.7}"
ferrari-laferrari-2013,2013,Ferrari,LaFerrari,2013 Ferrari LaFerrari,3031,41,RWD,S2,934,963,663,6262,,,345,Legendary,1500000,,"{""speed"":9.4,""handling"":9,""acceleration"":7.2,""launch"":7.9,""braking"":9.6,""offroad"":4.4}"
ferrari-599xx-evoluzione-2012,2012,Ferrari,599XX Evoluzione,2012 Ferrari 599XX Evoluzione,3038,47,RWD,S2,952,740,516,5999,,,310,Legendary,2600000,,"{""speed"":8,""handling"":9.8,""acceleration"":7.3,""launch"":7.9,""braking"":10,""offroad"":3.8}"
ferrari-f12berlinetta-2012,2012,Ferrari,F12berlinetta,2012 Ferrari F12berlinetta,3593,46,RWD,S1,868,730,508,6262,,,315,Epic,380000,,"{""speed"":8.3,""handling"":7.3,""acceleration"":7.1,""launch"":8.7,""braking"":7.9,""offroad"":""""}"
ferrari-62-risi-competizione-f458-italia-gtc-2011,2011,Ferrari,#62 Risi Competizione F458 Italia GTC,2011 Ferrari #62 Risi Competizione F458 Italia GTC,2775,42,RWD,R,824,465,383,,,,,,,,"{""speed"":6.9,""handling"":7,""acceleration"":8.8,""launch"":"""",""braking"":7,""offroad"":""""}"
ferrari-458-challenge-2011,2011,Ferrari,458 Challenge,2011 Ferrari 458 Challenge,2874,,RWD,R3,730,570,393,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-458-spider-2011,2011,Ferrari,458 Spider,2011 Ferrari 458 Spider,3384,,RWD,S,653,562,398,4499,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-ff-2011,2011,Ferrari,FF,2011 Ferrari FF,4145,47,AWD,S1,815,651,495,6262,,,295,Legendary,255000,,"{""speed"":8.1,""handling"":6.6,""acceleration"":7.5,""launch"":8.8,""braking"":7.2,""offroad"":""""}"
ferrari-83-risi-competizione-f430gt-2010,2010,Ferrari,#83 Risi Competizione F430GT,2010 Ferrari #83 Risi Competizione F430GT,2635,,RWD,R3,763,504,380,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-89-hankook-team-farnbacher-f430gt-2010,2010,Ferrari,#89 Hankook Team Farnbacher F430GT,2010 Ferrari #89 Hankook Team Farnbacher F430GT,2635,,RWD,R3,763,504,380,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-599-gto-2010,2010,Ferrari,599 GTO,2010 Ferrari 599 GTO,3538,47,RWD,S1,828,661,457,5999,,,315,Epic,350000,,"{""speed"":7.9,""handling"":7.4,""acceleration"":6,""launch"":6.3,""braking"":7.2,""offroad"":4.5}"
ferrari-599xx-2010,2010,Ferrari,599XX,2010 Ferrari 599XX,3115,47,RWD,S2,924,720,506,5999,,,310,Legendary,2000000,,"{""speed"":8.3,""handling"":8.9,""acceleration"":7.2,""launch"":7.9,""braking"":9.4,""offroad"":3.5}"
ferrari-458-italia-2009,2009,Ferrari,458 Italia,2009 Ferrari 458 Italia,3274,42,RWD,S1,823,562,398,4498,,,295,Epic,225000,,"{""speed"":7.9,""handling"":7.2,""acceleration"":6.3,""launch"":6.8,""braking"":6.9,""offroad"":4.1}"
ferrari-team-forza-458-italia-2009,2009,Ferrari,Team Forza 458 Italia,2009 Ferrari Team Forza 458 Italia,2748,42,FWD,,,570,403,,,,,,,,"{""speed"":7.5,""handling"":6,""acceleration"":9.2,""launch"":"""",""braking"":6,""offroad"":""""}"
ferrari-71-tafel-racing-f430-gt-2008,2008,Ferrari,#71 Tafel Racing F430 GT,2008 Ferrari #71 Tafel Racing F430 GT,2635,,RWD,R3,752,504,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-90-farnbacher-racing-f430gt-2008,2008,Ferrari,#90 Farnbacher Racing F430GT,2008 Ferrari #90 Farnbacher Racing F430GT,2635,,RWD,R3,763,504,380,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-california-2008,2008,Ferrari,California,2008 Ferrari California,3825,47,RWD,A,612,453,357,4296,,,285,,,,"{""speed"":7.4,""handling"":5.1,""acceleration"":8,""launch"":8.2,""braking"":5,""offroad"":""""}"
ferrari-430-scuderia-2007,2007,Ferrari,430 Scuderia,2007 Ferrari 430 Scuderia,2975,43,RWD,S1,810,503,346,4308,,,285,Epic,300000,,"{""speed"":7.6,""handling"":6.9,""acceleration"":6.2,""launch"":6.4,""braking"":6.9,""offroad"":4.3}"
ferrari-62-risi-competizione-f430gt-2006,2006,Ferrari,#62 Risi Competizione F430GT,2006 Ferrari #62 Risi Competizione F430GT,2635,,RWD,R3,763,504,380,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-599-gtb-fiorano-2006,2006,Ferrari,599 GTB Fiorano,2006 Ferrari 599 GTB Fiorano,3865,,RWD,S,630,611,448,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-11-larbre-competition-550-maranello-gts-2005,2005,Ferrari,#11 Larbre Competition 550 Maranello GTS,2005 Ferrari #11 Larbre Competition 550 Maranello GTS,2425,,RWD,R2,808,600,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-fxx-2005,2005,Ferrari,FXX,2005 Ferrari FXX,2546,44,RWD,S2,956,789,506,6262,,,345,Legendary,2500000,,"{""speed"":8.4,""handling"":10,""acceleration"":8.1,""launch"":8.9,""braking"":10,""offroad"":4.4}"
ferrari-612-scaglietti-2004,2004,Ferrari,612 Scaglietti,2004 Ferrari 612 Scaglietti,4112,45,RWD,B,575,532,434,5700,,,,,,,"{""speed"":7.5,""handling"":4.9,""acceleration"":7.8,""launch"":"""",""braking"":4.8,""offroad"":""""}"
ferrari-f430-2004,2004,Ferrari,F430,2004 Ferrari F430,3197,,RWD,A,598,483,343,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-72-team-alphand-aventures-550-maranello-gts-2003,2003,Ferrari,#72 Team Alphand Aventures 550 Maranello GTS,2003 Ferrari #72 Team Alphand Aventures 550 Maranello GTS,2425,,RWD,R2,806,600,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-88-veloqx-prodrive-racing-550-maranello-2003,2003,Ferrari,#88 Veloqx / Prodrive Racing 550 Maranello,2003 Ferrari #88 Veloqx / Prodrive Racing 550 Maranello,2425,,RWD,R2,805,600,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-360-challenge-stradale-2003,2003,Ferrari,360 Challenge Stradale,2003 Ferrari 360 Challenge Stradale,2844,43,RWD,A,773,409,275,3586,,,285,Epic,200000,,"{""speed"":7,""handling"":6.8,""acceleration"":6.1,""launch"":5.6,""braking"":6.6,""offroad"":4.7}"
ferrari-575m-maranello-2002,2002,Ferrari,575M Maranello,2002 Ferrari 575M Maranello,3815,50,RWD,A,747,508,434,4943,,,295,Epic,250000,,"{""speed"":7.5,""handling"":5.6,""acceleration"":5.6,""launch"":5.7,""braking"":4.4,""offroad"":4.9}"
ferrari-enzo-ferrari-2002,2002,Ferrari,Enzo Ferrari,2002 Ferrari Enzo Ferrari,3086,44,RWD,S1,857,650,484,5998,,,345,Legendary,2800000,,"{""speed"":8.1,""handling"":7.5,""acceleration"":6.4,""launch"":6.9,""braking"":8.3,""offroad"":4.7}"
ferrari-360-modena-1999,1999,Ferrari,360 Modena,1999 Ferrari 360 Modena,3086,,RWD,A,550,394,275,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-12-risi-competizione-f333-sp-1998,1998,Ferrari,#12 Risi Competizione F333 SP,1998 Ferrari #12 Risi Competizione F333 SP,1960,42,RWD,P,985,650,330,,,,,,,,"{""speed"":7.7,""handling"":8.7,""acceleration"":9.6,""launch"":"""",""braking"":8.6,""offroad"":""""}"
ferrari-30-momo-doran-racing-f333-sp-1998,1998,Ferrari,#30 MOMO Doran Racing F333 SP,1998 Ferrari #30 MOMO Doran Racing F333 SP,1960,42,RWD,P,985,650,330,,,,,,,,"{""speed"":7.7,""handling"":8.7,""acceleration"":9.6,""launch"":"""",""braking"":8.6,""offroad"":""""}"
ferrari-355-gts-1998,1998,Ferrari,355 GTS,1998 Ferrari 355 GTS,,,RWD,A3,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-f50-gt-1996,1996,Ferrari,F50 GT,1996 Ferrari F50 GT,2002,42,RWD,S2,976,749,383,4700,,,325,Legendary,2000000,,"{""speed"":8.1,""handling"":10,""acceleration"":7,""launch"":7.1,""braking"":10,""offroad"":4.1}"
ferrari-f50-gt-welcome-pack-1996,1996,Ferrari,"F50 GT ""Welcome Pack""","1996 Ferrari F50 GT ""Welcome Pack""",2002,42,RWD,S2,998,750,383,4700,,,325,Legendary,1200000,,"{""speed"":8.4,""handling"":10,""acceleration"":8.3,""launch"":9.6,""braking"":10,""offroad"":""""}"
ferrari-f355-challenge-1995,1995,Ferrari,F355 Challenge,1995 Ferrari F355 Challenge,2986,,RWD,A,548,379,268,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-f50-1995,1995,Ferrari,F50,1995 Ferrari F50,2712,42,RWD,A,789,513,347,4700,,,335,Legendary,2000000,,"{""speed"":7.3,""handling"":6.5,""acceleration"":5.7,""launch"":5,""braking"":5.6,""offroad"":4.8}"
ferrari-f355-berlinetta-1994,1994,Ferrari,F355 Berlinetta,1994 Ferrari F355 Berlinetta,3196,41,RWD,A,717,375,268,3496,,,265,Epic,190000,,"{""speed"":6.8,""handling"":6,""acceleration"":4.5,""launch"":3.6,""braking"":4.3,""offroad"":4.9}"
ferrari-512-tr-1992,1992,Ferrari,512 TR,1992 Ferrari 512 TR,3690,42,RWD,A,733,421,360,4943,,,295,Epic,270000,,"{""speed"":7.2,""handling"":6.1,""acceleration"":4.9,""launch"":3.8,""braking"":4.5,""offroad"":4.6}"
ferrari-1-scuderia-ferrari-641-1990,1990,Ferrari,#1 Scuderia Ferrari 641,1990 Ferrari #1 Scuderia Ferrari 641,1109,37,RWD,X,999,680,320,,,,,,,,"{""speed"":7.8,""handling"":10,""acceleration"":10,""launch"":"""",""braking"":10,""offroad"":""""}"
ferrari-f40-competizione-1989,1989,Ferrari,F40 Competizione,1989 Ferrari F40 Competizione,2315,42,RWD,S2,947,780,526,2936,,,365,Legendary,2000000,,"{""speed"":8.3,""handling"":10,""acceleration"":6.6,""launch"":1.7,""braking"":8.5,""offroad"":4.4}"
ferrari-f40-1987,1987,Ferrari,F40,1987 Ferrari F40,2980,42,RWD,A,784,478,424,2936,,,335,Legendary,1200000,,"{""speed"":7.3,""handling"":6.5,""acceleration"":6.3,""launch"":2.6,""braking"":5.3,""offroad"":5}"
ferrari-288-gto-1984,1984,Ferrari,288 GTO,1984 Ferrari 288 GTO,2557,47,RWD,A,750,395,366,2855,,,265,Legendary,3500000,,"{""speed"":7.4,""handling"":5.6,""acceleration"":5.6,""launch"":3.1,""braking"":4.2,""offroad"":4.7}"
ferrari-71-ferrari-france-512-bb-lm-1982,1982,Ferrari,#71 Ferrari France 512 BB/LM,1982 Ferrari #71 Ferrari France 512 BB/LM,2315,43,RWD,S,792,500,375,,,,,,,,"{""speed"":7.6,""handling"":6.7,""acceleration"":8.7,""launch"":"""",""braking"":6.4,""offroad"":""""}"
ferrari-72-n-a-r-t-512-bb-lm-1982,1982,Ferrari,#72 N.A.R.T. 512 BB/LM,1982 Ferrari #72 N.A.R.T. 512 BB/LM,2315,43,RWD,S,792,500,375,,,,,,,,"{""speed"":7.6,""handling"":6.7,""acceleration"":8.7,""launch"":"""",""braking"":6.4,""offroad"":""""}"
ferrari-1-scuderia-ferrari-312-t2-1976,1976,Ferrari,#1 Scuderia Ferrari 312 T2,1976 Ferrari #1 Scuderia Ferrari 312 T2,1246,37,RWD,P,924,500,236,,,,,,,,"{""speed"":6.7,""handling"":8,""acceleration"":9.7,""launch"":"""",""braking"":7.9,""offroad"":""""}"
ferrari-2-ferrari-automobili-312-p-1971,1971,Ferrari,#2 Ferrari Automobili 312 P,1971 Ferrari #2 Ferrari Automobili 312 P,1466,36,RWD,R,830,444,258,,,,,,,,"{""speed"":6.8,""handling"":6.9,""acceleration"":9.4,""launch"":"""",""braking"":6.6,""offroad"":""""}"
ferrari-512-s-1970,1970,Ferrari,512 S,1970 Ferrari 512 S,2090,36,RWD,S1,861,542,371,4994,,2953515,3704015,Legendary,3500000,,"{""speed"":7.9,""handling"":6.6,""acceleration"":6.5,""launch"":6,""braking"":5.7,""offroad"":4.9}"
ferrari-dino-246-gt-1969,1969,Ferrari,Dino 246 GT,1969 Ferrari Dino 246 GT,2380,41,RWD,C,535,195,165,2418,,,205,Epic,425000,,"{""speed"":5.2,""handling"":4.9,""acceleration"":3.2,""launch"":2,""braking"":2.8,""offroad"":5.4}"
ferrari-365-gtb-4-1968,1968,Ferrari,365 GTB/4,1968 Ferrari 365 GTB/4,3600,52,RWD,B,637,405,365,4390,,,215,Epic,600000,,"{""speed"":7,""handling"":4.4,""acceleration"":4.4,""launch"":3.1,""braking"":3,""offroad"":5.4}"
ferrari-24-ferrari-spa-330-p4-1967,1967,Ferrari,#24 Ferrari Spa 330 P4,1967 Ferrari #24 Ferrari Spa 330 P4,2271,40,RWD,A,780,450,385,3967,,,305,Legendary,9000000,,"{""speed"":7.2,""handling"":5.1,""acceleration"":6.3,""launch"":5.9,""braking"":4.2,""offroad"":4.4}"
ferrari-250-gto-1964,1964,Ferrari,250 GTO,1964 Ferrari 250 GTO,2479,,RWD,B,440,300,216,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ferrari-f-158-f1-1964,1964,Ferrari,F-158 F1,1964 Ferrari F-158 F1,1032,43,RWD,S,714,210,105,,,,,,,,"{""speed"":6.2,""handling"":6,""acceleration"":8.7,""launch"":"""",""braking"":5.8,""offroad"":""""}"
ferrari-250lm-1963,1963,Ferrari,250LM,1963 Ferrari 250LM,2094,45,RWD,A,732,315,231,3286,,,265,Legendary,10000000,,"{""speed"":7.1,""handling"":6,""acceleration"":5.1,""launch"":5.9,""braking"":5.6,""offroad"":""""}"
ferrari-250-gt-berlinetta-lusso-1962,1962,Ferrari,250 GT Berlinetta Lusso,1962 Ferrari 250 GT Berlinetta Lusso,2249,52,RWD,C,590,250,215,2953,,,205,Legendary,2600000,,"{""speed"":5.5,""handling"":4.2,""acceleration"":4.1,""launch"":3.1,""braking"":2.9,""offroad"":5.4}"
ferrari-250-gto-1962,1962,Ferrari,250 GTO,1962 Ferrari 250 GTO,2299,52,RWD,B,612,300,216,2953,,,225,Legendary,50000000,,"{""speed"":6.4,""handling"":3.9,""acceleration"":3.5,""launch"":2.5,""braking"":2.8,""offroad"":5.2}"
ferrari-250-california-1957,1957,Ferrari,250 California,1957 Ferrari 250 California,2315,52,RWD,C,564,262,188,2953,,,185,Legendary,18500000,,"{""speed"":5.4,""handling"":4,""acceleration"":3.4,""launch"":2.3,""braking"":2.8,""offroad"":5.7}"
ferrari-250-testa-rossa-1957,1957,Ferrari,250 Testa Rossa,1957 Ferrari 250 Testa Rossa,2028,52,RWD,B,691,300,223,2953,,,195,Legendary,16400000,,"{""speed"":6.3,""handling"":4.4,""acceleration"":4.5,""launch"":4.2,""braking"":2.9,""offroad"":4.5}"
ferrari-500-mondial-1953,1953,Ferrari,500 Mondial,1953 Ferrari 500 Mondial,1852,51,RWD,C,544,168,135,1985,,,180,Legendary,1000000,,"{""speed"":6.1,""handling"":5.1,""acceleration"":4.7,""launch"":5,""braking"":4.7,""offroad"":""""}"
ferrari-375-1952,1952,Ferrari,375,1952 Ferrari 375,1587,57,RWD,A,623,374,265,,,,,,,,"{""speed"":7.3,""handling"":4.8,""acceleration"":8,""launch"":"""",""braking"":4.4,""offroad"":""""}"
ferrari-166-inter-sport-1948,1948,Ferrari,166 Inter Sport,1948 Ferrari 166 Inter Sport,1517,52,RWD,D,329,129,117,,,,,,,,"{""speed"":4.9,""handling"":4.3,""acceleration"":6.9,""launch"":4.1,""braking"":4.1,""offroad"":""""}"
ferrari-166mm-barchetta-1948,1948,Ferrari,166MM Barchetta,1948 Ferrari 166MM Barchetta,1433,52,RWD,C,554,138,117,1995,,,140,Legendary,6500000,,"{""speed"":5.7,""handling"":5.1,""acceleration"":5.5,""launch"":7.1,""braking"":4.9,""offroad"":""""}"
fiat-punto-evo-sport-2010,2010,FIAT,Punto Evo SPORT,2010 FIAT Punto Evo SPORT,2546,,FWD,E,243,133,152,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
fiat-coupe-2-0-20v-turbo-2000,2000,FIAT,Coupe 2.0 20V Turbo,2000 FIAT Coupe 2.0 20V Turbo,2888,,FWD,C,411,217,228,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
fiat-124-sport-spider-1980,1980,FIAT,124 Sport Spider,1980 FIAT 124 Sport Spider,2310,54,RWD,D,288,102,110,1995,,,185,Common,25000,,"{""speed"":3.9,""handling"":3.2,""acceleration"":2.3,""launch"":2.9,""braking"":2.1,""offroad"":5}"
fiat-x1-9-1975,1975,FIAT,X1/9,1975 FIAT X1/9,2210,40,RWD,D,127,61,67,1290,,,185,Rare,250000,,"{""speed"":4.8,""handling"":4.1,""acceleration"":4,""launch"":5.7,""braking"":3.7,""offroad"":""""}"
fiat-dino-2-4-coupe-1969,1969,FIAT,Dino 2.4 Coupe,1969 FIAT Dino 2.4 Coupe,3086,52,RWD,D,498,180,159,2418,,2057014,2057014,Legendary,250000,,"{""speed"":4.8,""handling"":4,""acceleration"":3.7,""launch"":2.7,""braking"":2.9,""offroad"":5.6}"
fiat-8v-supersonic-1952,1952,FIAT,8V Supersonic,1952 FIAT 8V Supersonic,2050,53,RWD,E,245,115,107,1996,,,,,,,"{""speed"":4.5,""handling"":3.9,""acceleration"":5.3,""launch"":5.2,""braking"":3.6,""offroad"":""""}"
ford-mustang-dark-horse-2024,2024,Ford,Mustang Dark Horse,2024 Ford Mustang Dark Horse,3949,54,RWD,A,772,500,418,5040,,3053019,3153019,Epic,250000,,"{""speed"":7,""handling"":5.8,""acceleration"":5.6,""launch"":4.9,""braking"":5,""offroad"":5.3}"
ford-mustang-gt-2024,2024,Ford,Mustang GT,2024 Ford Mustang GT,3827,53,RWD,A,739,486,418,5040,,2554019,2754019,Epic,250000,,"{""speed"":6.7,""handling"":5.1,""acceleration"":5.2,""launch"":5.2,""braking"":4.4,""offroad"":5.4}"
ford-f-150-raptor-r-2023,2023,Ford,F-150 Raptor R,2023 Ford F-150 Raptor R,6077,58,AWD,B,659,700,640,5160,,3158017,3158017,Epic,250000,,"{""speed"":5.9,""handling"":2.7,""acceleration"":7.1,""launch"":6.2,""braking"":3.3,""offroad"":8.6}"
ford-fiesta-st-2023,2023,Ford,Fiesta ST,2023 Ford Fiesta ST,2657,63,FWD,B,615,197,236,1497,,2054018,2054018,Common,250000,,"{""speed"":5.2,""handling"":4.9,""acceleration"":4.2,""launch"":4.3,""braking"":3.7,""offroad"":5.2}"
ford-bronco-raptor-2022,2022,Ford,Bronco Raptor,2022 Ford Bronco Raptor,5733,56,AWD,C,588,418,440,2960,,3158017,3158017,Epic,250000,,"{""speed"":5.1,""handling"":3.4,""acceleration"":4.8,""launch"":5.3,""braking"":3.3,""offroad"":9.4}"
ford-f-150-lightning-platinum-2022,2022,Ford,F-150 Lightning Platinum,2022 Ford F-150 Lightning Platinum,7070,50,AWD,B,607,563,775,0,,,275,Epic,100000,,"{""speed"":3.8,""handling"":2.6,""acceleration"":5.1,""launch"":5.4,""braking"":2.9,""offroad"":8.3}"
ford-focus-st-2022,2022,Ford,Focus ST,2022 Ford Focus ST,3168,61,FWD,A,707,276,310,2261,,2353519,2353519,Common,250000,,"{""speed"":6,""handling"":5.2,""acceleration"":4.5,""launch"":4.7,""braking"":4.2,""offroad"":5.3}"
ford-supervan-4-2022,2022,Ford,Supervan 4,2022 Ford Supervan 4,4385,56,AWD,S2,953,1878,1179,0,,3003518,3003518,Rare,2000000,,"{""speed"":7.9,""handling"":7.8,""acceleration"":10,""launch"":10,""braking"":9,""offroad"":4.5}"
ford-bronco-2021,2021,Ford,Bronco,2021 Ford Bronco,4810,55,AWD,C,560,310,400,2700,,,315,Rare,55000,,"{""speed"":4.9,""handling"":3.5,""acceleration"":4,""launch"":6.1,""braking"":3.4,""offroad"":8.4}"
ford-mustang-mach-e-1400-2021,2021,Ford,Mustang Mach-E 1400,2021 Ford Mustang Mach-E 1400,4960,48,AWD,S1,900,1400,1832,0,,,315,Legendary,750000,,"{""speed"":5.6,""handling"":6.9,""acceleration"":7.3,""launch"":8.1,""braking"":8.4,""offroad"":4.2}"
ford-2069-ford-performance-bronco-r-2020,2020,Ford,#2069 Ford Performance Bronco R,2020 Ford #2069 Ford Performance Bronco R,6500,49,AWD,C,544,325,400,2700,,,315,Epic,250000,,"{""speed"":4.2,""handling"":4.1,""acceleration"":3.2,""launch"":5.2,""braking"":4.8,""offroad"":10}"
ford-2069-ford-performance-bronco-r-welcome-pack-2020,2020,Ford,#2069 Ford Performance Bronco R 'Welcome Pack',2020 Ford #2069 Ford Performance Bronco R 'Welcome Pack',4475,49,AWD,A,800,800,921,2700,,,355,Common,250000,,"{""speed"":6.1,""handling"":3.9,""acceleration"":8.8,""launch"":9.9,""braking"":5.4,""offroad"":9.9}"
ford-mustang-shelby-gt500-2020,2020,Ford,Mustang Shelby GT500,2020 Ford Mustang Shelby GT500,4171,56,RWD,S1,836,760,625,5163,,,315,Rare,100000,,"{""speed"":7.7,""handling"":6.6,""acceleration"":5.8,""launch"":6.1,""braking"":5.6,""offroad"":4.8}"
ford-super-duty-f-450-drw-platinum-2020,2020,Ford,Super Duty F-450 DRW Platinum,2020 Ford Super Duty F-450 DRW Platinum,8587,55,AWD,D,466,475,1050,6651,,,450,Common,70000,,"{""speed"":4.6,""handling"":3.1,""acceleration"":4.3,""launch"":7.3,""braking"":2.7,""offroad"":8.1}"
ford-ranger-raptor-2019,2019,Ford,Ranger Raptor,2019 Ford Ranger Raptor,5141,57,AWD,D,451,211,368,1996,,,285,Epic,58000,,"{""speed"":4.5,""handling"":3.3,""acceleration"":2.7,""launch"":4.9,""braking"":3.1,""offroad"":8.6}"
ford-ranger-raptor-traffic-2019,2019,Ford,Ranger Raptor Traffic,2019 Ford Ranger Raptor Traffic,,,,,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ford-25-mustang-rtr-2018,2018,Ford,#25 Mustang RTR,2018 Ford #25 Mustang RTR,3100,51,RWD,S1,834,1000,737,7146,,,295,Epic,500000,,"{""speed"":5.9,""handling"":5.3,""acceleration"":5.2,""launch"":5.5,""braking"":4.7,""offroad"":4.1}"
ford-88-mustang-rtr-2018,2018,Ford,#88 Mustang RTR,2018 Ford #88 Mustang RTR,3100,51,RWD,S1,834,1000,737,7146,,,295,Epic,500000,,"{""speed"":5.9,""handling"":5.3,""acceleration"":5.2,""launch"":5.5,""braking"":4.7,""offroad"":4.1}"
ford-mustang-gt-2018,2018,Ford,Mustang GT,2018 Ford Mustang GT,3705,53,RWD,A,756,460,420,5031,,,275,Common,40000,,"{""speed"":6.9,""handling"":5.5,""acceleration"":5.2,""launch"":5.5,""braking"":4.4,""offroad"":4.9}"
ford-mustang-gt-deberti-design-2018,2018,Ford,Mustang GT DeBerti Design,2018 Ford Mustang GT DeBerti Design,3820,53,RWD,S1,835,750,653,5031,,,,Epic,500000,,"{""speed"":8.2,""handling"":7.1,""acceleration"":7.2,""launch"":8.8,""braking"":7.3,""offroad"":""""}"
ford-mustang-rtr-spec-5-2018,2018,Ford,Mustang RTR Spec 5,2018 Ford Mustang RTR Spec 5,3537,53,RWD,A,757,497,454,5031,,,305,Rare,105000,,"{""speed"":6.5,""handling"":6.2,""acceleration"":5.1,""launch"":5.4,""braking"":4.8,""offroad"":4.6}"
